contig,pos,a,b,fst
Contig27106,5739,0,0.059,0
Contig27122,354,0.014,0.15,0.0927152317880795
Contig27134,19614,0,0.022,0
Contig27138,528,0.003,0.053,0.0555555555555556
Contig27145,4069,-0.001,0.5,-0.00199600798403194
Contig27153,13990,0.033,0.253,0.12992125984252
Contig27153,13996,0.004,0.276,0.0144404332129964
Contig27156,42178,0,0.034,0
Contig271755,1173,0.015,0.138,0.107913669064748
Contig27187,23351,0.005,0.489,0.0102040816326531
Contig27264,5052,0.006,0.201,0.0297029702970297
Contig27290,43846,0.128,0.412,0.309927360774818
Contig27312,22936,0,0.222,0
Contig27333,4529,0.003,0.362,0.00826446280991736
Contig274,41785,0,0.01,0
Contig27401,11902,0.013,0.114,0.11304347826087
Contig27413,815,0,0.016,0
Contig27433,41096,0.12,0.5,0.239520958083832
Contig27462,3692,0.046,0.466,0.0985010706638116
Contig27462,3701,0.109,0.516,0.210831721470019
Contig27496,14993,0.073,0.332,0.219219219219219
Contig27511,8926,0.005,0.07,0.0704225352112676
Contig2754,12865,0.001,0.281,0.00354609929078014
Contig27543,11327,0.046,0.372,0.123324396782842
Contig27552,27417,0.006,0.126,0.047244094488189
Contig27601,8026,0.011,0.478,0.022964509394572
Contig27601,8041,0.033,0.184,0.178378378378378
Contig27602,6363,0.025,0.399,0.0625
Contig27602,6368,0,0.009,0
Contig27602,6369,0.026,0.206,0.1256038647343
Contig27681,10692,0.001,0.052,0.0188679245283019
Contig27692,21831,0.079,0.53,0.148775894538606
Contig27692,21837,0.006,0.14,0.0425531914893617
Contig27692,21839,0.003,0.062,0.0476190476190476
Contig27727,34669,0.005,0.07,0.0704225352112676
Contig27733,9339,0.243,0.527,0.460227272727273
Contig27758,6529,0.004,0.118,0.0336134453781513
Contig27758,6540,0.013,0.116,0.111111111111111
Contig27784,1887,0.012,0.283,0.0422535211267606
Contig27784,1888,0,0.009,0
Contig27786,30650,0.001,0.026,0.037037037037037
Contig27831,20105,0.003,0.053,0.0555555555555556
Contig27835,30702,0.003,0.501,0.00597609561752988
Contig27835,30722,0.024,0.215,0.111111111111111
Contig27836,8733,0.003,0.053,0.0555555555555556
Contig27836,8740,0,0.009,0
Contig27860,11524,0.012,0.113,0.105263157894737
Contig27879,14248,0.035,0.503,0.0694444444444444
Contig27880,4631,0.009,0.143,0.0625
Contig27901,5460,0.206,0.585,0.351535836177474
Contig27944,16860,0.004,0.256,0.0155642023346304
Contig27944,16871,0.001,0.052,0.0188679245283019
Contig27944,19598,0.001,0.052,0.0188679245283019
Contig28013,513,0.088,0.377,0.232804232804233
Contig28023,1161,0.006,0.079,0.075
Contig28032,1954,0.32,0.652,0.490045941807044
Contig28054,4381,0.002,0.116,0.0170940170940171
Contig28054,4395,0.007,0.119,0.0583333333333333
Contig28054,5195,0,0.018,0
Contig28057,2019,0.013,0.473,0.0274261603375527
Contig2809,997,0.001,0.372,0.00268096514745308
Contig2809,1002,0.01,0.103,0.0961538461538462
Contig28090,2996,0.032,0.2,0.159203980099502
Contig281,1625,0,0.034,0
Contig28168,8582,0.002,0.478,0.00417536534446764
Contig2817,7114,0,0.018,0
Contig2817,7116,0.003,0.373,0.00802139037433155
Contig2817,7125,0.002,0.06,0.0327868852459016
Contig2818,9136,0,0.009,0
Contig282,31897,0,0.009,0
Contig282,31916,0,0.043,0
Contig282,39063,0.003,0.057,0.0517241379310345
Contig282,39087,-0.002,0.499,-0.004
Contig2820,22434,0.009,0.259,0.0346153846153846
Contig2820,22448,0.01,0.257,0.0387596899224806
Contig28237,10621,0,0.018,0
Contig282983,2619,0.221,0.489,0.451020408163265
Contig282983,2626,0.221,0.489,0.451020408163265
Contig28304,609,0,0.075,0
Contig28304,627,0,0.009,0
Contig28318,51691,0,0.018,0
Contig28333,53841,0,0.026,0
Contig28355,22598,0.009,0.143,0.0625
Contig28355,22621,0.047,0.272,0.172161172161172
Contig28358,37181,0.134,0.56,0.238859180035651
Contig28358,37190,0.003,0.053,0.0555555555555556
Contig28358,37199,0.098,0.547,0.178832116788321
Contig28385,4082,0.004,0.067,0.0588235294117647
Contig28385,4101,0.01,0.352,0.028328611898017
Contig28392,13326,0.126,0.413,0.304347826086957
Contig28392,13338,0.122,0.414,0.293975903614458
Contig28405,1477,0.004,0.172,0.023121387283237
Contig28405,1480,0.021,0.497,0.0421686746987952
Contig28449,12879,0.004,0.064,0.0615384615384615
Contig28452,20964,0.004,0.061,0.0645161290322581
Contig28465,1040,0,0.009,0
Contig2848,22546,0.006,0.107,0.0555555555555556
Contig2848,22567,0.004,0.093,0.0425531914893617
Contig285,58249,0.004,0.256,0.0155642023346304
Contig28514,10717,0.007,0.088,0.0786516853932584
Contig28514,10729,0.007,0.088,0.0786516853932584
Contig28516,1722,0.009,0.096,0.0927835051546392
Contig28523,20681,0.004,0.084,0.0470588235294118
Contig28523,26053,0.001,0.1,0.0099009900990099
Contig28540,24840,0.031,0.504,0.0613861386138614
Contig28569,3024,0.122,0.458,0.265795206971678
Contig28569,3034,0.122,0.458,0.265795206971678
Contig28572,4625,0.004,0.085,0.0465116279069767
Contig28574,1152,0.023,0.196,0.116751269035533
Contig28574,3149,0,0.024,0
Contig28574,3157,0.091,0.341,0.266081871345029
Contig28585,16109,0.003,0.447,0.00669642857142857
Contig2859,5094,0.006,0.262,0.0228136882129278
Contig2859,5095,0.006,0.262,0.0228136882129278
Contig2860,1199,0,0.012,0
Contig2860,1222,0.001,0.052,0.0188679245283019
Contig28608,2319,0.082,0.415,0.197115384615385
Contig28629,12293,0.009,0.096,0.0927835051546392
Contig28641,2917,0,0.009,0
Contig28641,9366,0,0.009,0
Contig28642,3169,0.004,0.126,0.031496062992126
Contig28645,18808,0,0.401,0
Contig28703,11073,0,0.184,0
Contig28705,15222,0.001,0.026,0.037037037037037
Contig28758,3328,0.003,0.091,0.0326086956521739
Contig28761,20520,0.03,0.204,0.146341463414634
Contig28781,5871,-0.002,0.498,-0.00400801603206413
Contig28788,12643,0,0.009,0
Contig28788,26790,0.005,0.073,0.0675675675675676
Contig28828,7104,0,0.309,0
Contig28828,8042,0.018,0.48,0.0374220374220374
Contig28828,8053,0.036,0.285,0.125874125874126
Contig28828,24764,0.077,0.484,0.158762886597938
Contig28867,726,0.007,0.088,0.0786516853932584
Contig28867,747,0.038,0.257,0.147286821705426
Contig28887,18122,0.087,0.424,0.204705882352941
Contig28893,448,0.033,0.227,0.144736842105263
Contig28902,1476,0.191,0.581,0.328178694158076
Contig28902,1478,0.344,0.668,0.514200298953662
Contig28937,6359,0,0.018,0
Contig28937,17641,0.007,0.148,0.0469798657718121
Contig28951,24454,0.029,0.337,0.0857988165680473
Contig28951,39194,-0.001,0.284,-0.00350877192982456
Contig28951,39198,0.005,0.251,0.0198412698412698
Contig28951,39465,0,0.168,0
Contig2898,1816,0,0.018,0
Contig28993,1848,0.035,0.43,0.0812064965197216
Contig2900,2531,-0.001,0.132,-0.0075187969924812
Contig2900,2533,0.093,0.462,0.200863930885529
Contig29002,47082,0.082,0.464,0.176344086021505
Contig29033,27589,0.197,0.446,0.440715883668904
Contig29051,6165,-0.001,0.384,-0.0025974025974026
Contig29076,20677,0.068,0.438,0.154897494305239
Contig29076,20678,0.068,0.438,0.154897494305239
Contig29092,12759,0.019,0.141,0.133802816901408
Contig29092,12781,0,0.019,0
Contig290971,201,0.009,0.308,0.029126213592233
Contig290971,203,0.001,0.124,0.008
Contig290971,212,0.001,0.055,0.0178571428571429
Contig290971,225,0.011,0.106,0.102803738317757
Contig29104,1325,0.002,0.147,0.0135135135135135
Contig29106,4817,0.002,0.411,0.00485436893203884
Contig29118,6638,0.006,0.079,0.075
Contig29118,6641,0.002,0.064,0.0307692307692308
Contig29118,6646,0.012,0.127,0.09375
Contig29118,6647,0.01,0.104,0.0952380952380952
Contig29118,14567,0.175,0.588,0.297113752122241
Contig2912,15415,0.087,0.432,0.200923787528868
Contig29138,4267,0,0.009,0
Contig29153,24600,0.003,0.414,0.0072289156626506
Contig29153,24613,0,0.018,0
Contig29191,6691,0.032,0.439,0.0727272727272727
Contig29191,6698,0.032,0.439,0.0727272727272727
Contig29199,12736,0.008,0.227,0.0350877192982456
Contig292,12088,0.04,0.304,0.131147540983607
Contig29237,22475,0.001,0.035,0.0277777777777778
Contig29246,13063,0.001,0.313,0.00318471337579618
Contig29249,7133,0.029,0.173,0.166666666666667
Contig29249,19129,-0.001,0.258,-0.00386100386100386
Contig29254,6708,0.002,0.077,0.0256410256410256
Contig29275,747,0.004,0.066,0.0597014925373134
Contig29275,753,0.004,0.068,0.0579710144927536
Contig29276,1390,0,0.008,0
Contig29283,41621,0.014,0.495,0.0282258064516129
Contig293,5077,0.275,0.608,0.451559934318555
Contig29300,14708,0.004,0.314,0.0126984126984127
Contig29300,18485,0.005,0.341,0.0146198830409357
Contig29300,18507,0,0.035,0
Contig29300,18510,0.001,0.284,0.00350877192982456
Contig29345,3349,0.013,0.386,0.0335917312661499
Contig29359,917,0.003,0.053,0.0555555555555556
Contig29397,11459,-0.001,0.341,-0.00292397660818713
Contig294410,4251,-0.001,0.254,-0.00392156862745098
Contig29459,8886,-0.001,0.115,-0.00862068965517241
Contig29459,8891,-0.001,0.115,-0.00862068965517241
Contig29459,9126,0,0.009,0
Contig29459,9127,0,0.018,0
Contig294594,2847,0.041,0.364,0.112328767123288
Contig294594,2848,0.004,0.085,0.0465116279069767
Contig294594,2853,0.047,0.452,0.103752759381898
Contig294594,2856,0.012,0.149,0.08
Contig294594,2857,0.003,0.057,0.0517241379310345
Contig294594,2869,0,0.058,0
Contig29531,9428,0.001,0.161,0.00617283950617284
Contig29571,2920,0,0.021,0
Contig29571,2921,0.005,0.124,0.04
Contig29571,2927,0,0.021,0
Contig29641,3754,0.031,0.342,0.0903790087463557
Contig29647,1962,0.01,0.151,0.0657894736842105
Contig29651,7433,0.048,0.26,0.183908045977011
Contig29675,14666,0.001,0.03,0.032258064516129
Contig29675,14668,0.001,0.114,0.00869565217391304
Contig29675,14669,0.001,0.114,0.00869565217391304
Contig29704,4183,0.05,0.303,0.164473684210526
Contig29713,10036,0.087,0.495,0.175403225806452
Contig2973,1278,0.072,0.421,0.170616113744076
Contig29736,14195,0,0.175,0
Contig29738,11503,0.002,0.499,0.004
Contig29807,12341,0,0.009,0
Contig29807,13740,0.004,0.068,0.0579710144927536
Contig29812,7014,0,0.053,0
Contig29834,2114,0.04,0.255,0.15625
Contig29857,10057,0.035,0.437,0.0799086757990868
Contig2986,3199,0.006,0.492,0.0121703853955375
Contig29876,6747,0,0.009,0
Contig29877,3911,0,0.009,0
Contig29877,12448,0.002,0.061,0.032258064516129
Contig29878,10915,0.007,0.088,0.0786516853932584
Contig2990,1549,0,0.107,0
Contig2990,1555,0.001,0.035,0.0277777777777778
Contig299038,9193,0.005,0.165,0.0301204819277108
Contig2992,8322,0.001,0.026,0.037037037037037
Contig29931,24809,0.027,0.513,0.0525291828793774
Contig29946,1611,0,0.018,0
Contig29994,1468,0,0.469,0
Contig29994,1477,0,0.012,0
Contig3,14914,0.11,0.435,0.252293577981651
Contig30007,25146,0,0.254,0
Contig30012,29066,0.002,0.062,0.0317460317460317
Contig30012,29068,0.002,0.062,0.0317460317460317
Contig30030,2662,0,0.05,0
Contig30030,2668,0.011,0.105,0.10377358490566
Contig30030,2677,0.002,0.044,0.0444444444444444
Contig30091,9055,0.009,0.096,0.0927835051546392
Contig30118,20912,0.005,0.074,0.0666666666666667
Contig30118,20934,0,0.009,0
Contig30118,20938,0.103,0.528,0.194706994328922
Contig30118,20939,0.007,0.088,0.0786516853932584
Contig30163,1881,-0.001,0.328,-0.00303951367781155
Contig30171,5481,0.075,0.492,0.152129817444219
Contig30186,6110,0.001,0.063,0.015625
Contig30192,5679,0,0.003,0
Contig30210,2626,0.016,0.353,0.0451977401129944
Contig30249,14472,0.012,0.202,0.0591133004926108
Contig30261,2033,0.01,0.487,0.0204918032786885
Contig30261,2042,0.01,0.487,0.0204918032786885
Contig30262,6426,0.001,0.027,0.0357142857142857
Contig30265,5239,0,0.018,0
Contig30265,5241,0,0.009,0
Contig30279,13081,0,0.174,0
Contig30291,5476,0.001,0.035,0.0277777777777778
Contig303331,11630,0.005,0.36,0.0138504155124654
Contig303331,11643,0.004,0.234,0.0170212765957447
Contig30357,19487,0.004,0.062,0.0634920634920635
Contig30357,19492,0,0.035,0
Contig30370,1136,0.003,0.475,0.00630252100840336
Contig30384,7312,0.003,0.094,0.0315789473684211
Contig30384,26225,0.017,0.5,0.0339321357285429
Contig30392,37995,0.004,0.066,0.0597014925373134
Contig304,11212,0.016,0.127,0.125
Contig30460,10293,0.014,0.168,0.0828402366863905
Contig30490,1192,0.003,0.054,0.0545454545454545
Contig30491,53660,0,0.009,0
Contig30507,15257,0.004,0.075,0.0526315789473684
Contig30507,25465,0.003,0.214,0.013953488372093
Contig30520,48581,0.019,0.461,0.0411255411255411
Contig30554,31560,0.037,0.194,0.18974358974359
Contig30554,31584,0.037,0.194,0.18974358974359
Contig30554,32406,0.001,0.027,0.0357142857142857
Contig30563,3125,0.011,0.505,0.0217391304347826
Contig30563,3127,-0.001,0.32,-0.00311526479750779
Contig30563,3143,0,0.018,0
Contig30563,3152,0.001,0.068,0.0144927536231884
Contig30580,26227,0,0.416,0
Contig30588,5589,0.001,0.036,0.027027027027027
Contig30588,9937,0.001,0.035,0.0277777777777778
Contig30663,26166,0.004,0.118,0.0336134453781513
Contig3072,3110,0.014,0.153,0.0909090909090909
Contig30769,2330,0.004,0.489,0.00816326530612245
Contig30776,16156,0.006,0.315,0.0189873417721519
Contig30776,17136,0.002,0.135,0.0147058823529412
Contig30776,17150,0.002,0.135,0.0147058823529412
Contig30792,3424,0.118,0.521,0.226053639846743
Contig30792,3427,0.006,0.092,0.0645161290322581
Contig308,16020,0,0.035,0
Contig308,16021,0.001,0.052,0.0188679245283019
Contig30819,8051,0.001,0.117,0.00847457627118644
Contig30819,8067,0.021,0.206,0.101449275362319
Contig30845,31707,0.001,0.069,0.0142857142857143
Contig30845,31730,0,0.009,0
Contig30873,10394,0.155,0.395,0.391414141414141
Contig30879,5432,0,0.488,0
Contig308978,518,-0.001,0.317,-0.00314465408805031
Contig3092,8950,0.001,0.083,0.0119047619047619
Contig3092,8954,0,0.094,0
Contig30980,7849,0.003,0.061,0.0483870967741935
Contig30980,12877,0.003,0.373,0.00802139037433155
Contig30983,12798,-0.002,0.482,-0.0041407867494824
Contig30983,12799,-0.001,0.482,-0.0020703933747412
Contig30992,6308,0.003,0.057,0.0517241379310345
Contig30992,6327,0.003,0.477,0.00627615062761506
Contig30997,28195,0,0.027,0
Contig31001,1705,0,0.323,0
Contig31026,26696,0.013,0.276,0.0469314079422383
Contig3105,10200,0.009,0.127,0.0703125
Contig31093,9102,0.032,0.345,0.092485549132948
Contig31093,9109,0,0.059,0
Contig31093,9113,0.031,0.331,0.0933734939759036
Contig31100,11258,0.009,0.114,0.0782608695652174
Contig31104,1820,0.001,0.139,0.00714285714285714
Contig31106,46968,0.005,0.185,0.0268817204301075
Contig31113,993,0.24,0.539,0.444444444444444
Contig31122,867,0,0.042,0
Contig31124,7124,0.154,0.531,0.289473684210526
Contig31145,17521,0,0.009,0
Contig31145,17528,0,0.024,0
Contig31145,17540,0,0.01,0
Contig31145,17543,0.006,0.082,0.072289156626506
Contig31145,17545,0,0.019,0
Contig31148,17162,0.001,0.027,0.0357142857142857
Contig31156,21036,0.013,0.484,0.0268041237113402
Contig31158,2766,0.001,0.492,0.00202839756592292
Contig31196,14814,0,0.007,0
Contig312,22317,0.002,0.112,0.0176991150442478
Contig312294,1384,0,0.001,0
Contig31262,3593,0,0.051,0
Contig31262,3613,0.021,0.368,0.0569105691056911
Contig31273,15170,0.004,0.102,0.0388349514563107
Contig31273,15171,0,0.009,0
Contig31282,11229,0.019,0.288,0.0657439446366782
Contig31282,11231,0.005,0.102,0.0485436893203884
Contig31291,15362,0.01,0.152,0.065359477124183
Contig31329,15519,0,0.026,0
Contig31359,6973,0.004,0.119,0.0333333333333333
Contig31394,24890,0,0.013,0
Contig31407,277,0.012,0.501,0.0239043824701195
Contig31495,23226,0.013,0.114,0.11304347826087
Contig31495,23247,0.013,0.114,0.11304347826087
Contig31510,18225,0.007,0.167,0.0416666666666667
Contig31515,24306,0.006,0.356,0.0168067226890756
Contig31515,24329,0.005,0.07,0.0704225352112676
Contig31520,27042,0.002,0.495,0.00403225806451613
Contig31520,27048,0.002,0.495,0.00403225806451613
Contig31527,3373,0.02,0.509,0.0392156862745098
Contig31551,11875,0.01,0.102,0.0970873786407767
Contig31551,15026,0.005,0.07,0.0704225352112676
Contig31551,15035,0.016,0.418,0.0381861575178998
Contig31551,15037,0.001,0.035,0.0277777777777778
Contig31551,15042,0,0.017,0
Contig31570,2600,0,0.014,0
Contig31570,2601,0.024,0.159,0.15
Contig316,16883,0,0.076,0
Contig316,16898,-0.001,0.329,-0.00303030303030303
Contig31645,2348,0.009,0.099,0.09
Contig31685,2041,0,0.009,0
Contig317,34573,0.001,0.04,0.024390243902439
Contig31700,26208,0.024,0.169,0.141176470588235
Contig31700,35543,0.03,0.204,0.146341463414634
Contig3181,5425,0.003,0.48,0.00623700623700624
Contig31819,7715,0.01,0.207,0.0480769230769231
Contig31821,11186,0.007,0.088,0.0786516853932584
Contig31822,2977,0,0.014,0
Contig3185,10460,0.016,0.356,0.0448179271708683
Contig3185,10467,0,0.009,0
Contig31855,8160,0.004,0.462,0.00863930885529158
Contig31855,8172,0.012,0.19,0.06282722513089
Contig31855,8174,0.003,0.458,0.0065359477124183
Contig31871,9358,0.021,0.316,0.0662460567823344
Contig3191,5105,0.004,0.068,0.0579710144927536
Contig3191,5126,0.004,0.063,0.0625
Contig3191,5129,0.004,0.069,0.0571428571428571
Contig319192,1318,0.001,0.067,0.0147058823529412
Contig31946,11311,0,0.01,0
Contig31946,11315,0,0.015,0
Contig31946,11334,0.001,0.029,0.0333333333333333
Contig31971,4077,0,0.009,0
Contig31971,33159,0,0.312,0
Contig31972,6366,0.007,0.088,0.0786516853932584
Contig31972,6376,0,0.157,0
Contig31972,6385,0.002,0.069,0.0285714285714286
Contig31977,13925,0.006,0.094,0.0631578947368421
Contig31977,13931,0.05,0.24,0.20746887966805
Contig31977,13943,0,0.018,0
Contig31977,13946,0,0.018,0
Contig31979,20823,0,0.019,0
Contig31998,8266,0,0.009,0
Contig3200,2032,0.002,0.042,0.0465116279069767
Contig32006,18275,0.001,0.477,0.00209205020920502
Contig32033,8390,0.001,0.026,0.037037037037037
Contig32048,1747,0.003,0.311,0.00961538461538462
Contig32048,1768,0.002,0.102,0.0194174757281553
Contig3206,18808,0.02,0.433,0.0460829493087558
Contig32065,10601,0.025,0.314,0.0793650793650794
Contig321245,77,0.004,0.068,0.0579710144927536
Contig32151,3680,0,0.026,0
Contig32160,23141,0.002,0.134,0.0148148148148148
Contig32198,7476,0.007,0.178,0.0391061452513966
Contig32218,13813,0.032,0.417,0.076555023923445
Contig32225,1952,0.088,0.346,0.253602305475504
Contig32237,243,0,0.02,0
Contig32259,21944,0.018,0.48,0.0374220374220374
Contig32259,22482,0.017,0.202,0.083743842364532
Contig32259,22486,0,0.009,0
Contig322676,684,0,0.02,0
Contig322676,709,0,0.211,0
Contig32279,11734,0.013,0.207,0.0625
Contig3229,12053,0.063,0.253,0.248031496062992
Contig32327,6307,0.003,0.441,0.00678733031674208
Contig32337,39953,0.002,0.045,0.0434782608695652
Contig32341,11404,0.008,0.169,0.0470588235294118
Contig32348,6984,0.001,0.026,0.037037037037037
Contig32363,721,0.003,0.14,0.0212765957446809
Contig32363,2068,0.054,0.428,0.125874125874126
Contig32369,5412,0.017,0.419,0.0404761904761905
Contig32369,5435,0.001,0.036,0.027027027027027
Contig32371,3528,0.003,0.053,0.0555555555555556
Contig32395,2759,0,0.009,0
Contig32395,2779,0,0.009,0
Contig323968,3402,0.001,0.035,0.0277777777777778
Contig32402,1089,0.018,0.309,0.0580645161290323
Contig32428,12580,0.002,0.044,0.0444444444444444
Contig32435,16575,0.043,0.223,0.191964285714286
Contig32441,3333,0.127,0.554,0.228828828828829
Contig32474,332,0.004,0.118,0.0336134453781513
Contig32474,344,0.059,0.296,0.198653198653199
Contig32474,356,0,0.009,0
Contig32498,11781,0.102,0.474,0.214736842105263
Contig32498,11790,0.102,0.474,0.214736842105263
Contig32498,11803,0.002,0.045,0.0434782608695652
Contig32510,4594,0.003,0.058,0.0508474576271186
Contig32510,4597,0,0.324,0
Contig3252,9396,0.017,0.132,0.12781954887218
Contig32526,14286,0.032,0.516,0.0618955512572534
Contig32532,21481,0,0.059,0
Contig32532,21485,0,0.064,0
Contig32538,1666,0.014,0.182,0.0765027322404372
Contig32542,4107,0,0.002,0
Contig32566,5223,0.002,0.109,0.0181818181818182
Contig32566,13896,-0.002,0.453,-0.00440528634361233
Contig32578,3438,0,0.026,0
Contig325927,6051,0.006,0.235,0.0254237288135593
Contig32620,13065,0.005,0.07,0.0704225352112676
Contig32698,1631,0.005,0.35,0.0142450142450142
Contig32725,10541,0.061,0.359,0.169444444444444
Contig32725,10549,0.008,0.162,0.049079754601227
Contig32726,9874,0.003,0.382,0.00783289817232376
Contig32726,9882,0.011,0.137,0.0797101449275362
Contig3276,4717,0,0.01,0
Contig32817,5988,-0.002,0.461,-0.00432900432900433
Contig32817,5992,0,0.248,0
Contig32821,17074,0,0.009,0
Contig32850,10870,0.003,0.078,0.0379746835443038
Contig32855,955,0.008,0.361,0.0220994475138122
