contig	start	start15	end15	end
Contig51172	532	1185	4237	4890
Contig68299	4020	4202	5057	5239
Contig70593	1288	1576	2925	3213
Contig45230	9344	10847	17867	19370
Contig81791	291	4625	24852	29186
Contig40437	761	3972	18963	22174
Contig83080	6700	7174	9389	9863
Contig980	30978	32203	37923	39148
Contig1527	4163	4265	4744	4846
Contig219009	175	692	3106	3623
Contig34208	7005	7652	10674	11321
Contig34208	23042	23509	25690	26157
Contig110756	2022	2124	2606	2708
Contig134046	1714	1935	2971	3192
Contig136569	5152	5444	6810	7102
Contig119565	2242	2278	2451	2487
Contig93718	1616	2301	5500	6185
Contig26321	10000	10788	14470	15258
Contig91473	2032	2084	2328	2380
Contig1662	5261	5650	7469	7858
Contig1662	3826	7432	24260	27866
Contig56852	189	1708	8800	10319
Contig6605	1644	2319	5470	6145
Contig49818	646	1155	3532	4041
Contig58595	1	455	2574	3028
Contig2600	570	1290	4651	5371
Contig186539	297	501	1454	1658
Contig58480	2680	3463	7119	7902
Contig29713	199	1946	10100	11847
Contig168862	1708	2277	4936	5505
Contig415282	4291	5130	9048	9887
Contig34946	12218	12703	14969	15454
Contig47047	7636	7689	7942	7995
Contig7862	649	1245	4029	4625
Contig45920	8269	8687	10638	11056
Contig109663	1097	2151	7074	8128
Contig92246	10006	10159	10874	11027
Contig92246	7764	7941	8767	8944
Contig78740	1177	1339	2095	2257
Contig31135	229	586	2256	2613
Contig3540	1212	3100	11916	13804
Contig3540	13986	14163	14993	15170
Contig50529	2775	3261	5533	6019
Contig50529	555	675	1235	1355
Contig17152	1406	1767	3455	3816
Contig60135	314	439	1023	1148
Contig49700	57	445	2260	2648
Contig57403	33	352	1846	2165
Contig29305	37843	38314	40516	40987
Contig29305	38247	38793	41343	41889
Contig40031	226	320	762	856
Contig40031	2224	3019	6729	7524
Contig82907	6539	6575	6747	6783
Contig35699	265	1005	4459	5199
Contig50594	3308	5094	13433	15219
Contig210684	406	633	1695	1922
Contig34169	986	3509	15283	17806
Contig7354	281	532	1708	1959
Contig44012	892	1109	2123	2340
Contig43865	274	3503	18575	21804
Contig80108	4023	6342	17165	19484
Contig41590	1360	1986	4911	5537
Contig41590	8809	9850	14712	15753
Contig44379	4385	4828	6898	7341
Contig212196	41	239	1165	1363
Contig5169	6672	8277	15771	17376
Contig18542	1832	4664	17884	20716
Contig22757	10454	12429	21649	23624
Contig22757	31198	31450	32626	32878
Contig22757	1269	1912	4913	5556
Contig25487	24406	26310	35198	37102
Contig34416	1085	4048	17876	20839
Contig34416	35188	38400	53393	56605
Contig93710	4054	4532	6767	7245
Contig89348	4302	5121	8945	9764
Contig59815	1984	2165	3011	3192
Contig16781	3276	4237	8727	9688
Contig16781	14189	16365	26522	28698
Contig1065	2474	3144	6277	6947
Contig1065	21141	22644	29664	31167
Contig145685	155	1029	5112	5986
Contig124627	93	192	654	753
Contig61721	644	1264	4159	4779
Contig43123	165	581	2524	2940
Contig32303	8205	8407	9355	9557
Contig32303	13080	14485	21048	22453
Contig68916	19672	20689	25437	26454
Contig34411	5092	5742	8776	9426
Contig2058	2156	5051	18567	21462
Contig201875	249	411	1171	1333
Contig34102	720	6424	33048	38752
Contig50518	8122	8439	9919	10236
Contig109468	4543	4639	5090	5186
Contig51021	402	1373	5909	6880
Contig2995	14988	15388	17257	17657
Contig21150	3733	3884	4593	4744
Contig33217	2564	4213	11914	13563
Contig33217	22290	22442	23155	23307
Contig36630	4094	9657	35618	41181
Contig65301	2506	3090	5818	6402
Contig31515	5597	7904	18673	20980
Contig34101	17092	19840	32667	35415
Contig34101	4547	5006	7150	7609
Contig49309	1510	2297	5974	6761
Contig60161	6661	6885	7935	8159
Contig1132	14048	14173	14762	14887
Contig1132	16762	16982	18013	18233
Contig1132	4903	6901	16231	18229
Contig90591	1444	1568	2153	2277
Contig136343	374	445	781	852
Contig42140	2761	3393	6343	6975
Contig28916	37410	38013	40827	41430
Contig28916	12267	15836	32496	36065
Contig183829	4169	4248	4618	4697
Contig95160	5907	6457	9025	9575
Contig27134	18574	19223	22254	22903
Contig27134	108	1132	5916	6940
Contig27134	10217	10580	12277	12640
Contig210182	7577	7649	7989	8061
Contig48525	6459	6581	7151	7273
Contig70833	1321	2585	8485	9749
Contig90662	756	2800	12340	14384
Contig208879	439	703	1939	2203
Contig67164	1383	2008	4926	5551
Contig197109	1916	2216	3620	3920
Contig80881	6555	6581	6707	6733
Contig56401	351	1216	5259	6124
Contig31422	8599	9711	14905	16017
Contig31422	16149	17360	23016	24227
Contig29061	295	2210	11149	13064
Contig34527	472	2768	13483	15779
Contig126791	4424	4918	7228	7722
Contig43175	627	1745	6963	8081
Contig19490	9116	9443	10975	11302
Contig46763	1269	1403	2032	2166
Contig138526	2930	3945	8682	9697
Contig6017	193	547	2204	2558
Contig115627	446	668	1705	1927
Contig41486	1337	3254	12206	14123
Contig418	305	610	2035	2340
Contig418	17430	18512	23566	24648
Contig418	6318	7382	12348	13412
Contig68277	1044	1681	4660	5297
Contig89093	1696	2159	4323	4786
Contig79500	11539	12091	14670	15222
Contig29790	1680	3432	11612	13364
Contig64782	1369	1977	4818	5426
Contig88060	745	1124	2893	3272
Contig34512	3429	4084	7144	7799
Contig34512	8838	9505	12621	13288
Contig56700	1045	1354	2798	3107
Contig150840	2808	3051	4188	4431
Contig52853	818	1949	7232	8363
Contig36658	12819	13172	14820	15173
Contig36658	16440	17290	21261	22111
Contig59819	4565	4946	6725	7106
Contig33896	9627	12603	26492	29468
Contig20636	4108	4295	5170	5357
Contig137819	589	1041	3154	3606
Contig32403	2168	2198	2344	2374
Contig19763	3681	3888	4856	5063
Contig36181	97	696	3493	4092
Contig44355	10	2494	14090	16574
Contig44003	2779	4380	11856	13457
Contig32245	5385	6062	9226	9903
Contig133281	1	512	2901	3412
Contig100018	1233	1404	2204	2375
Contig49703	1237	4355	18907	22025
Contig117852	4494	4554	4840	4900
Contig180509	44	107	406	469
Contig16903	2165	3014	6977	7826
Contig4328	6753	6942	7830	8019
Contig173954	204	362	1101	1259
Contig37413	4531	8288	25826	29583
Contig32641	4356	5796	12519	13959
Contig32641	6743	7155	9079	9491
Contig32641	10211	11565	17890	19244
Contig32641	28422	29124	32404	33106
Contig32641	19541	19744	20696	20899
Contig19797	23851	25533	33385	35067
Contig19797	19831	20430	23227	23826
Contig19797	8879	11070	21299	23490
Contig19797	24620	26049	32718	34147
Contig2088	5689	7752	17384	19447
Contig169546	33	212	1050	1229
Contig67389	2243	3490	9314	10561
Contig120766	306	367	655	716
Contig21438	5756	7243	14185	15672
Contig2535	52	617	3259	3824
Contig3286	1421	2032	4885	5496
Contig287	12941	15327	26466	28852
Contig287	6496	8905	20150	22559
Contig52450	31989	34410	45710	48131
Contig128336	19	159	814	954
Contig150989	251	520	1778	2047
Contig42962	1565	2107	4639	5181
Contig37236	29671	30641	35172	36142
Contig1679	2489	4435	13520	15466
Contig21960	8222	8499	9796	10073
Contig67182	3126	4293	9740	10907
Contig72620	901	1101	2037	2237
Contig49664	26590	26676	27078	27164
Contig72380	3946	8441	29419	33914
Contig210308	1195	1779	4510	5094
Contig33308	2408	3227	7049	7868
Contig74797	10811	10920	11434	11543
Contig29053	2598	4194	11643	13239
Contig29053	25018	26366	32660	34008
Contig4418	2252	3093	7021	7862
Contig61179	1	1959	11099	13057
Contig16963	6907	7284	9046	9423
Contig39034	2738	2981	4119	4362
Contig39034	9766	9921	10648	10803
Contig19896	8806	10600	18973	20767
Contig27397	7623	8061	10109	10547
Contig5101	1207	3688	15270	17751
Contig135688	1108	1292	2153	2337
Contig58503	894	1395	3739	4240
Contig17981	247	2926	15430	18109
Contig40240	453	658	1616	1821
Contig4465	1	1392	7886	9277
Contig28625	799	1030	2113	2344
Contig93422	2064	2752	5965	6653
Contig10554	195	564	2287	2656
Contig46277	1268	2128	6146	7006
Contig21684	600	2833	13259	15492
Contig21684	8798	8876	9245	9323
Contig608906	43	163	729	849
Contig33472	1000	3311	14097	16408
Contig179475	1062	1900	5812	6650
Contig3035	1694	3040	9327	10673
Contig38589	828	1077	2243	2492
Contig115542	372	440	761	829
Contig6811	330	591	1815	2076
Contig31577	8088	10993	24550	27455
Contig31577	882	1936	6856	7910
Contig15562	9188	10984	19369	21165
Contig3244	1363	1427	1732	1796
Contig85567	1560	1594	1755	1789
Contig143876	14165	14459	15834	16128
Contig50311	13518	13983	16155	16620
Contig40039	3207	3501	4876	5170
Contig72534	2910	3597	6804	7491
Contig57541	15789	16334	18883	19428
Contig57541	743	800	1069	1126
Contig57541	387	439	684	736
Contig55088	2243	2571	4104	4432
Contig140181	930	1247	2727	3044
Contig63634	598	1930	8149	9481
Contig48145	269	1064	4775	5570
Contig40980	829	2756	11755	13682
Contig36028	12524	15538	29608	32622
Contig35473	11049	11436	13245	13632
Contig26877	6985	8156	13627	14798
Contig86089	569	689	1250	1370
Contig29135	10478	11592	16791	17905
Contig29016	4481	7941	24089	27549
Contig151898	113	340	1403	1630
Contig22408	22	679	3749	4406
Contig3935	626	1608	6192	7174
Contig2204	1347	5374	24170	28197
Contig1600	19837	19892	20152	20207
Contig26546	5306	5375	5703	5772
Contig33044	18473	19704	25454	26685
Contig33044	28764	30090	36278	37604
Contig33044	2651	4514	13214	15077
Contig2708	343	634	1992	2283
Contig2708	7615	7927	9385	9697
Contig501	2685	6049	21749	25113
Contig501	30484	30957	33167	33640
Contig38213	189	1242	6161	7214
Contig42320	395	432	606	643
Contig35848	1270	2434	7866	9030
Contig46859	1403	2465	7421	8483
Contig36045	140	280	937	1077
Contig36045	9522	9572	9809	9859
Contig36045	6651	7044	8884	9277
Contig47821	645	1734	6820	7909
Contig47821	483	2967	14561	17045
Contig66840	3525	4481	8944	9900
Contig406824	318	417	883	982
Contig120943	489	714	1766	1991
Contig51211	4037	5119	10172	11254
Contig425930	166	253	665	752
Contig51	26269	26508	27627	27866
Contig51	15565	16595	21402	22432
Contig430084	1367	1394	1525	1552
Contig137552	1182	1222	1411	1451
Contig4295	1328	2467	7785	8924
Contig4295	503	2658	12721	14876
Contig29382	318	683	2391	2756
Contig46244	19770	19921	20631	20782
Contig136187	97	584	2861	3348
Contig29157	1876	4659	17652	20435
Contig68014	1362	1990	4922	5550
Contig2854	4239	4539	5939	6239
Contig2854	6336	6794	8935	9393
Contig2854	11765	12562	16287	17084
Contig2854	10863	10995	11612	11744
Contig60036	4653	5329	8488	9164
Contig63282	313	3217	16774	19678
Contig140544	598	675	1035	1112
Contig54046	2228	2615	4423	4810
Contig54046	4722	5304	8020	8602
Contig1640	1029	1842	5637	6450
Contig21369	11632	12708	17733	18809
Contig26736	821	2782	11936	13897
Contig4967	10818	10874	11136	11192
Contig73317	776	2932	12996	15152
Contig648699	28	190	950	1112
Contig55650	6420	6987	9639	10206
Contig55650	16514	17944	24622	26052
Contig19509	3618	5449	13998	15829
Contig48329	1198	3167	12360	14329
Contig48329	4556	5380	9227	10051
Contig48329	16429	16558	17160	17289
Contig48329	15482	15520	15701	15739
Contig48329	15781	15818	15995	16032
Contig32986	174	1666	8633	10125
Contig1838	11	2770	15648	18407
Contig129857	2772	3331	5944	6503
Contig67827	1557	3254	11175	12872
Contig90878	1681	2915	8677	9911
Contig171709	659	987	2522	2850
Contig29909	3916	4688	8295	9067
Contig29909	3185	3283	3743	3841
Contig83701	13606	14288	17476	18158
Contig83701	5480	6091	8943	9554
Contig3636	628	784	1512	1668
Contig3007	329	2020	9914	11605
Contig5820	1913	3175	9066	10328
Contig142807	1004	1288	2614	2898
Contig38300	161	886	4275	5000
Contig38300	7250	11222	29760	33732
Contig2850	573	2274	10215	11916
Contig15733	46414	47403	52024	53013
Contig1112	31202	32283	37330	38411
Contig1112	3172	6010	19255	22093
Contig16417	33359	34134	37755	38530
Contig16417	149	4375	24102	28328
Contig16417	20190	22756	34736	37302
Contig54452	7307	8099	11798	12590
Contig6284	1693	2072	3845	4224
Contig39585	40389	40646	41847	42104
Contig59757	7	786	4424	5203
Contig136080	561	1054	3357	3850
Contig66386	14317	15709	22205	23597
Contig66386	3275	3333	3608	3666
Contig69092	8569	8798	9873	10102
Contig167605	1	185	1046	1230
Contig186039	438	512	858	932
Contig19838	7657	8035	9799	10177
Contig198173	529	1001	3206	3678
Contig71869	2084	3266	8782	9964
Contig35140	796	3195	14392	16791
Contig35140	14443	15663	21361	22581
Contig35140	5890	6891	11566	12567
Contig41232	7176	8328	13709	14861
Contig49412	3896	5513	13060	14677
Contig2949	97	926	4799	5628
Contig44673	1469	3008	10193	11732
Contig76115	759	1030	2301	2572
Contig61486	2422	2519	2977	3074
Contig110935	7985	8030	8242	8287
Contig110935	12954	13154	14092	14292
Contig26113	33342	36322	50230	53210
Contig26113	15449	16577	21846	22974
Contig27956	698	852	1575	1729
Contig49600	107	572	2745	3210
Contig49600	9415	9692	10991	11268
Contig87739	8061	8193	8814	8946
Contig16782	80	1299	6993	8212
Contig106912	160	332	1135	1307
Contig49315	1838	2973	8274	9409
Contig81821	864	1012	1708	1856
Contig100477	3562	4243	7423	8104
Contig46456	1107	1743	4716	5352
Contig1813	1060	3229	13355	15524
Contig302532	8551	9527	14088	15064
Contig35849	5011	5621	8470	9080
Contig35849	2188	2784	5570	6166
Contig52327	7456	7807	9451	9802
Contig133362	1528	1772	2914	3158
Contig63375	26513	26900	28708	29095
Contig104285	2426	3234	7007	7815
Contig67671	663	1456	5160	5953
Contig2218	9073	10453	16897	18277
Contig129277	107	328	1361	1582
Contig35762	3055	3508	5624	6077
Contig35762	6133	6284	6995	7146
Contig19050	325	2267	11330	13272
Contig211802	4065	4301	5405	5641
Contig19484	12523	16063	32583	36123
Contig23215	266	405	1055	1194
Contig23160	12798	13815	18566	19583
Contig65208	973	1772	5506	6305
Contig109013	253	1097	5042	5886
Contig47083	3604	6112	17817	20325
Contig101926	3969	4126	4863	5020
Contig68814	4263	4301	4479	4517
Contig630	699	6208	31919	37428
Contig140073	4722	5207	7475	7960
Contig90508	283	1219	5592	6528
Contig50876	4054	5053	9715	10714
Contig199838	239	297	574	632
Contig24519	7721	10638	24256	27173
Contig49572	7994	8162	8947	9115
Contig6071	3379	4511	9800	10932
Contig171949	1	228	1293	1520
Contig70240	991	1741	5247	5997
Contig16916	5259	10285	33741	38767
Contig16916	41602	42487	46623	47508
Contig45267	13468	14376	18615	19523
Contig43703	5075	6278	11894	13097
Contig36100	2942	5119	15281	17458
Contig841	997	3087	12842	14932
Contig40320	25721	25971	27144	27394
Contig77720	17027	17058	17208	17239
Contig134741	370	1528	6938	8096
Contig42027	5638	5688	5926	5976
Contig42027	7196	7277	7659	7740
Contig51643	1948	2239	3603	3894
Contig139325	875	987	1515	1627
Contig25888	189	1660	8530	10001
Contig25888	29416	31156	39282	41022
Contig25888	7759	10958	25887	29086
Contig2460	7017	8177	13591	14751
Contig111976	1087	1350	2578	2841
Contig56494	15093	15456	17152	17515
Contig1785	632	2300	10084	11752
Contig1785	12	1664	9374	11026
Contig121265	1349	1450	1926	2027
Contig122912	1354	1394	1583	1623
Contig76820	26	240	1244	1458
Contig1174	2755	3277	5717	6239
Contig23581	612	721	1234	1343
Contig25412	13803	14991	20537	21725
Contig78712	289	405	952	1068
Contig148407	2958	3351	5191	5584
Contig216741	1133	2490	8824	10181
Contig216741	153	286	907	1040
Contig28739	5660	8868	23840	27048
Contig48861	2250	2976	6364	7090
Contig110910	890	956	1265	1331
Contig28947	25857	34910	77161	86214
Contig28947	5322	6451	11722	12851
Contig28947	1134	1546	3472	3884
Contig409513	1674	3081	9652	11059
Contig73266	6257	7587	13796	15126
Contig109808	1016	2687	10485	12156
Contig108997	404	636	1721	1953
Contig167129	85	716	3666	4297
Contig52339	251	878	3807	4434
Contig53140	4896	6604	14580	16288
Contig107471	5925	6112	6991	7178
Contig34040	1036	4410	20158	23532
Contig52377	1065	3121	12719	14775
Contig86607	5248	6505	12375	13632
Contig61715	3275	4197	8504	9426
Contig25106	18754	18919	19692	19857
Contig25106	6574	7322	10816	11564
Contig61542	491	1629	6946	8084
Contig78990	2046	2908	6935	7797
Contig20566	3292	3820	6289	6817
Contig21136	4215	5090	9177	10052
Contig25654	5871	6022	6733	6884
Contig35786	1	462	2617	3078
Contig40068	1911	2028	2580	2697
Contig2951	3035	6975	25362	29302
Contig3514	1701	1770	2093	2162
Contig38963	1522	2528	7228	8234
Contig43156	12615	15462	28751	31598
Contig1369	7865	8054	8938	9127
Contig72720	1042	1765	5139	5862
Contig34763	51	1823	10097	11869
Contig98038	103	149	365	411
Contig107302	875	924	1157	1206
Contig16388	9921	10556	13521	14156
Contig16388	7022	7449	9446	9873
Contig16388	1444	1806	3499	3861
Contig66547	29	850	4682	5503
Contig2906	5957	6042	6444	6529
Contig33029	3457	5202	13350	15095
Contig33029	1572	3064	10030	11522
Contig137469	2091	2307	3320	3536
Contig45011	4711	5309	8103	8701
Contig66882	955	983	1119	1147
Contig98625	457	1156	4418	5117
Contig22925	6620	7484	11516	12380
Contig22925	5447	5590	6261	6404
Contig22925	860	1438	4141	4719
Contig19863	456	558	1040	1142
Contig39679	8555	8922	10635	11002
Contig147958	9195	9303	9808	9916
Contig147958	1058	1411	3059	3412
Contig120492	2260	2454	3361	3555
Contig42871	3706	4062	5724	6080
Contig1017	25573	26303	29715	30445
Contig3874	942	1412	3610	4080
Contig1401	1649	2947	9009	10307
Contig34225	879	2486	9986	11593
Contig85333	703	904	1846	2047
Contig141059	974	1004	1150	1180
Contig35381	259	2472	12804	15017
Contig47291	828	982	1702	1856
Contig81099	2	544	3079	3621
Contig41813	15977	17769	26138	27930
Contig165290	3	350	1974	2321
Contig20659	26739	26989	28159	28409
Contig20659	868	2053	7589	8774
Contig16228	186	441	1635	1890
Contig3946	1050	1550	3886	4386
Contig3946	8268	9173	13401	14306
Contig31593	736	832	1285	1381
Contig65	37720	40597	54024	56901
Contig2456	14987	17665	30167	32845
Contig2456	34957	35221	36456	36720
Contig2456	6220	8808	20890	23478
Contig39575	777	4905	24171	28299
Contig103362	1817	1879	2173	2235
Contig64279	3027	3299	4570	4842
Contig64279	5049	5965	10243	11159
Contig16276	2402	4222	12716	14536
Contig72090	1	410	2321	2730
Contig72090	7076	7365	8718	9007
Contig23495	25413	28611	43540	46738
Contig23495	44640	45226	47966	48552
Contig10597	998	1322	2836	3160
Contig123285	2546	3027	5273	5754
Contig99664	2906	3326	5291	5711
Contig48474	749	1447	4707	5405
Contig81116	389	808	2764	3183
Contig68419	1412	3606	13850	16044
Contig96478	6137	6822	10020	10705
Contig98519	106	347	1476	1717
Contig5196	59	604	3150	3695
Contig111364	802	1021	2044	2263
Contig3783	773	879	1374	1480
Contig48226	4739	6225	13161	14647
Contig43155	2319	2790	4991	5462
Contig19561	1510	2362	6342	7194
Contig41242	242	1644	8187	9589
Contig55968	2887	4148	10035	11296
Contig16592	848	1673	5526	6351
Contig138481	545	991	3073	3519
Contig24703	10172	11755	19148	20731
Contig62006	845	1116	2382	2653
Contig96595	752	856	1343	1447
Contig29042	22239	22826	25571	26158
Contig29042	5357	7938	19984	22565
Contig4709	3473	4327	8313	9167
Contig32585	27569	27798	28868	29097
Contig32585	20159	20735	23425	24001
Contig85926	2128	3124	7775	8771
Contig20778	3107	7504	28026	32423
Contig51844	19686	22246	34198	36758
Contig34681	13	2483	14012	16482
Contig53290	3603	4664	9617	10678
Contig55564	22735	24324	31745	33334
Contig55564	127	2145	11563	13581
Contig27466	3866	4015	4713	4862
Contig206630	1626	1768	2436	2578
Contig30643	788	1226	3274	3712
Contig30643	5926	9373	25463	28910
Contig24860	411	737	2259	2585
Contig37688	9020	14632	40822	46434
Contig37688	12418	15267	28564	31413
Contig37688	35572	37469	46322	48219
Contig593	181	4107	22433	26359
Contig32706	37275	39219	48293	50237
Contig76691	992	2493	9502	11003
Contig77895	1399	2374	6926	7901
Contig107497	236	943	4246	4953
Contig114374	3757	4560	8308	9111
Contig58918	1289	1885	4670	5266
Contig45648	2219	3891	11697	13369
Contig35690	1213	3401	13613	15801
Contig40890	551	1514	6009	6972
