"Quant_Varia"	"contig_gene"	"start_gene"	"end_gene"	"Pst_Values"
"Contig24745_19400_33588"	"Contig24745"	"19400"	"33588"	0.0179830886373343
"Contig24745_34281_42112"	"Contig24745"	"34281"	"42112"	0.0539366766372682
"Contig24745_953_19182"	"Contig24745"	"953"	"19182"	0.0167269899850697
"Contig24773_5357_21431"	"Contig24773"	"5357"	"21431"	0.412138701533049
"Contig24776_3636_28166"	"Contig24776"	"3636"	"28166"	0.0381669765514661
"Contig24781_2363_52811"	"Contig24781"	"2363"	"52811"	0.00144369458089921
"Contig24782_702_9301"	"Contig24782"	"702"	"9301"	0.667723459114469
"Contig24784_25559_51353"	"Contig24784"	"25559"	"51353"	0.502674854453022
"Contig24784_30476_55043"	"Contig24784"	"30476"	"55043"	0.505307834953071
"Contig2479_438_8327"	"Contig2479"	"438"	"8327"	0.0104967324156689
"Contig24791_9341_51404"	"Contig24791"	"9341"	"51404"	0.00404561444308675
"Contig248_3044_26814"	"Contig248"	"3044"	"26814"	8.14200490078088e-05
"Contig24822_258_701"	"Contig24822"	"258"	"701"	0.499676503458495
"Contig24831_450_26329"	"Contig24831"	"450"	"26329"	0.303643313938235
"Contig24834_1841_13946"	"Contig24834"	"1841"	"13946"	0.638489471571572
"Contig24838_3911_15770"	"Contig24838"	"3911"	"15770"	0.00149532070945307
"Contig24859_4018_32981"	"Contig24859"	"4018"	"32981"	0.0500630254039137
"Contig24864_233_33517"	"Contig24864"	"233"	"33517"	0.0393498860712017
"Contig24867_2063_29952"	"Contig24867"	"2063"	"29952"	0.158719783304512
"Contig24869_14882_36616"	"Contig24869"	"14882"	"36616"	0.0597558145465539
"Contig24871_12435_13470"	"Contig24871"	"12435"	"13470"	0.635657676279419
"Contig2488_1673_10164"	"Contig2488"	"1673"	"10164"	0.0907601324333905
"Contig249_1741_33114"	"Contig249"	"1741"	"33114"	0.500336128257269
"Contig2490_11629_17745"	"Contig2490"	"11629"	"17745"	0.541319127743585
"Contig24918_1083_23842"	"Contig24918"	"1083"	"23842"	0.391646457221517
"Contig24918_32001_61525"	"Contig24918"	"32001"	"61525"	0.0720746433752444
"Contig24928_549_19907"	"Contig24928"	"549"	"19907"	0.653676656343704
"Contig24929_59_11888"	"Contig24929"	"59"	"11888"	0.359324231872545
"Contig24931_1356_12800"	"Contig24931"	"1356"	"12800"	0.0223243859274632
"Contig24943_18538_42909"	"Contig24943"	"18538"	"42909"	0.473736659556558
"Contig24943_29746_59425"	"Contig24943"	"29746"	"59425"	0.0548531073548167
"Contig24957_2863_11514"	"Contig24957"	"2863"	"11514"	0.470569505114655
"Contig2497_2682_13358"	"Contig2497"	"2682"	"13358"	0.110996722482778
"Contig24984_1487_18277"	"Contig24984"	"1487"	"18277"	0.506051483504816
"Contig24984_6913_29132"	"Contig24984"	"6913"	"29132"	0.638929720415362
"Contig25015_2825_28528"	"Contig25015"	"2825"	"28528"	0.407277446745306
"Contig25040_449_29746"	"Contig25040"	"449"	"29746"	0.0360448295419639
"Contig2505_5726_16820"	"Contig2505"	"5726"	"16820"	0.361227341984124
"Contig25082_541_4658"	"Contig25082"	"541"	"4658"	0.0286824431037073
"Contig25100_35881_49122"	"Contig25100"	"35881"	"49122"	0.0736252633219045
"Contig25104_8812_29770"	"Contig25104"	"8812"	"29770"	0.0418459181889755
"Contig25106_6574_11564"	"Contig25106"	"6574"	"11564"	0.162334988619456
"Contig25108_680_6136"	"Contig25108"	"680"	"6136"	0.239355557865639
"Contig25108_8125_27437"	"Contig25108"	"8125"	"27437"	0.00610219129723927
"Contig25123_10348_27721"	"Contig25123"	"10348"	"27721"	0.272171528410012
"Contig25135_956_8869"	"Contig25135"	"956"	"8869"	0.335665892000053
"Contig2514_9301_12936"	"Contig2514"	"9301"	"12936"	0.418195287451715
"Contig25155_16897_54611"	"Contig25155"	"16897"	"54611"	0.0569529990519727
"Contig25156_4959_38396"	"Contig25156"	"4959"	"38396"	0.574774757572684
"Contig25171_3818_4945"	"Contig25171"	"3818"	"4945"	0.172222244430015
"Contig25172_30642_31644"	"Contig25172"	"30642"	"31644"	0.0533544622883966
"Contig25172_32480_33050"	"Contig25172"	"32480"	"33050"	0.00523029210107852
"Contig25174_20618_25572"	"Contig25174"	"20618"	"25572"	0.468285314124937
"Contig25192_2554_9953"	"Contig25192"	"2554"	"9953"	0.658938665015949
"Contig2521_211_25733"	"Contig2521"	"211"	"25733"	0.328889696189537
"Contig25225_5890_48611"	"Contig25225"	"5890"	"48611"	0.49584182194676
"Contig25242_563_8140"	"Contig25242"	"563"	"8140"	0.018958254263611
"Contig2525_771_13282"	"Contig2525"	"771"	"13282"	0.46570940170647
"Contig2525_852_21659"	"Contig2525"	"852"	"21659"	0.46570940170647
"Contig25265_9391_10367"	"Contig25265"	"9391"	"10367"	0.602403847015159
"Contig25332_3882_5564"	"Contig25332"	"3882"	"5564"	0.191598237406076
"Contig25333_146_7523"	"Contig25333"	"146"	"7523"	0.175265183933693
"Contig25333_8097_9034"	"Contig25333"	"8097"	"9034"	0.492430886044407
"Contig25350_640_31745"	"Contig25350"	"640"	"31745"	0.265352073567396
"Contig25351_25101_29397"	"Contig25351"	"25101"	"29397"	0.268331169893676
"Contig25351_8446_19830"	"Contig25351"	"8446"	"19830"	0.0214818327616645
"Contig25354_541_8525"	"Contig25354"	"541"	"8525"	0.351603055872114
"Contig25418_202_14721"	"Contig25418"	"202"	"14721"	0.22431676788667
"Contig25424_16593_41213"	"Contig25424"	"16593"	"41213"	4.49622670296866e-05
"Contig25424_362_5469"	"Contig25424"	"362"	"5469"	0.124359625006873
"Contig25426_9_22923"	"Contig25426"	"9"	"22923"	0.0309469154534016
"Contig25444_511_17128"	"Contig25444"	"511"	"17128"	0.0631604137712241
"Contig25448_52_9746"	"Contig25448"	"52"	"9746"	0.110982429057139
"Contig25452_37106_55109"	"Contig25452"	"37106"	"55109"	0.540621858064224
"Contig25466_2231_32547"	"Contig25466"	"2231"	"32547"	0.0531622529286932
"Contig25468_9635_24193"	"Contig25468"	"9635"	"24193"	0.684050197407547
"Contig25473_2726_22277"	"Contig25473"	"2726"	"22277"	0.0855573611050166
"Contig25479_13198_33590"	"Contig25479"	"13198"	"33590"	0.624171663764893
"Contig25479_983_8722"	"Contig25479"	"983"	"8722"	0.465254223663991
"Contig25487_24406_37102"	"Contig25487"	"24406"	"37102"	0.159016516006188
"Contig25493_19830_32746"	"Contig25493"	"19830"	"32746"	0.34828022383154
"Contig25496_2497_33886"	"Contig25496"	"2497"	"33886"	8.49350830927977e-05
"Contig25496_5474_23642"	"Contig25496"	"5474"	"23642"	0.00975989277181757
"Contig25498_265_14226"	"Contig25498"	"265"	"14226"	0.422022934818012
"Contig2550_896_28770"	"Contig2550"	"896"	"28770"	0.48180100482861
"Contig25558_10812_32448"	"Contig25558"	"10812"	"32448"	0.150778311437463
"Contig25558_12296_16971"	"Contig25558"	"12296"	"16971"	0.150778311437463
"Contig25558_348_10264"	"Contig25558"	"348"	"10264"	0.648077070489368
"Contig25569_12836_21689"	"Contig25569"	"12836"	"21689"	0.154456326416346
"Contig2558_1426_9990"	"Contig2558"	"1426"	"9990"	0.210927457936277
"Contig256_1278_13471"	"Contig256"	"1278"	"13471"	0.0496764777750282
"Contig25606_6354_21571"	"Contig25606"	"6354"	"21571"	0.450093725476697
"Contig25616_6867_10626"	"Contig25616"	"6867"	"10626"	0.696951256808894
"Contig2564_104_6891"	"Contig2564"	"104"	"6891"	0.315579155897411
"Contig25646_1421_22132"	"Contig25646"	"1421"	"22132"	0.214875674095054
"Contig25651_427_9277"	"Contig25651"	"427"	"9277"	0.547462769799681
"Contig25673_26668_36507"	"Contig25673"	"26668"	"36507"	0.248288850611339
"Contig25692_1625_14542"	"Contig25692"	"1625"	"14542"	0.648342016475163
"Contig25694_246_13803"	"Contig25694"	"246"	"13803"	0.134162848124054
"Contig25695_25163_28569"	"Contig25695"	"25163"	"28569"	0.689074644760237
"Contig2572_1421_23229"	"Contig2572"	"1421"	"23229"	0.00142895090426693
"Contig25720_13866_14868"	"Contig25720"	"13866"	"14868"	0.0981195179349508
"Contig2575_6427_14428"	"Contig2575"	"6427"	"14428"	0.025209232362567
"Contig25774_1901_24278"	"Contig25774"	"1901"	"24278"	0.133915478298529
"Contig25774_497_38702"	"Contig25774"	"497"	"38702"	0.351064425039841
"Contig25780_779_16728"	"Contig25780"	"779"	"16728"	0.211621961369124
"Contig2579_5063_11562"	"Contig2579"	"5063"	"11562"	0.0614069851279183
"Contig25795_11915_20339"	"Contig25795"	"11915"	"20339"	0.627358635889737
"Contig25812_17668_33232"	"Contig25812"	"17668"	"33232"	0.213102196540503
"Contig25818_4107_23769"	"Contig25818"	"4107"	"23769"	0.433590393069307
"Contig25825_8820_24954"	"Contig25825"	"8820"	"24954"	0.202602289798759
"Contig2583_9292_21367"	"Contig2583"	"9292"	"21367"	0.589035831128179
"Contig258322_137_2476"	"Contig258322"	"137"	"2476"	0.610841478012957
"Contig25837_28_12247"	"Contig25837"	"28"	"12247"	0.793824421090213
"Contig25839_162_20995"	"Contig25839"	"162"	"20995"	0.144900550822489
"Contig25858_1_23599"	"Contig25858"	"1"	"23599"	0.145872532412341
"Contig25858_7059_23900"	"Contig25858"	"7059"	"23900"	0.119079953389008
"Contig25867_13741_34937"	"Contig25867"	"13741"	"34937"	0.0282591345778983
"Contig25867_9236_12307"	"Contig25867"	"9236"	"12307"	0.582858336842186
"Contig25869_18745_34021"	"Contig25869"	"18745"	"34021"	0.0301740300450018
"Contig25874_1492_2458"	"Contig25874"	"1492"	"2458"	0.599056743028791
"Contig25878_468_757"	"Contig25878"	"468"	"757"	0.0666170198449093
"Contig25888_29416_41022"	"Contig25888"	"29416"	"41022"	0.338849693936066
"Contig25890_7405_23369"	"Contig25890"	"7405"	"23369"	0.00577434034091296
"Contig25890_813_6443"	"Contig25890"	"813"	"6443"	0.305153462256091
"Contig25891_119_1384"	"Contig25891"	"119"	"1384"	0.0632067086603818
"Contig25896_4628_9264"	"Contig25896"	"4628"	"9264"	0.885436743409739
"Contig25910_2910_22738"	"Contig25910"	"2910"	"22738"	0.143949198267026
"Contig25910_49661_71233"	"Contig25910"	"49661"	"71233"	0.169349682898698
"Contig25936_6709_30063"	"Contig25936"	"6709"	"30063"	0.793775150636514
"Contig25943_262_6265"	"Contig25943"	"262"	"6265"	0.517052953967079
"Contig25952_4197_23355"	"Contig25952"	"4197"	"23355"	0.749675150759412
"Contig25953_2924_13177"	"Contig25953"	"2924"	"13177"	0.14963018916298
"Contig25953_4825_8849"	"Contig25953"	"4825"	"8849"	0.14963018916298
"Contig25963_1739_18184"	"Contig25963"	"1739"	"18184"	0.334082665640273
"Contig25978_8583_30696"	"Contig25978"	"8583"	"30696"	0.00998209323447444
"Contig25980_5842_29507"	"Contig25980"	"5842"	"29507"	0.503558162326945
"Contig25988_24065_31488"	"Contig25988"	"24065"	"31488"	0.00296981236559259
"Contig25988_72804_85914"	"Contig25988"	"72804"	"85914"	0.745129548946734
"Contig25988_75759_87899"	"Contig25988"	"75759"	"87899"	0.745129548946734
"Contig25997_17743_20827"	"Contig25997"	"17743"	"20827"	0.680148720910396
"Contig25997_5486_22896"	"Contig25997"	"5486"	"22896"	0.680148720910396
"Contig2600_570_5371"	"Contig2600"	"570"	"5371"	0.616471811442523
"Contig26005_6146_18758"	"Contig26005"	"6146"	"18758"	0.369137996626308
"Contig26006_1338_2750"	"Contig26006"	"1338"	"2750"	0.59187281967312
"Contig26007_14576_27701"	"Contig26007"	"14576"	"27701"	0.0145260625356818
"Contig26007_26634_34184"	"Contig26007"	"26634"	"34184"	0.520105568927179
"Contig26007_30209_50277"	"Contig26007"	"30209"	"50277"	0.3113122070238
"Contig26007_50100_66532"	"Contig26007"	"50100"	"66532"	0.280130135562853
"Contig26022_2724_27479"	"Contig26022"	"2724"	"27479"	0.529877439237696
"Contig26022_9167_27382"	"Contig26022"	"9167"	"27382"	0.529877439237696
"Contig26025_15266_52422"	"Contig26025"	"15266"	"52422"	0.43416240609135
"Contig26027_646_6576"	"Contig26027"	"646"	"6576"	0.11855648115767
"Contig26027_9418_34515"	"Contig26027"	"9418"	"34515"	0.0351131747872091
"Contig26028_4343_13557"	"Contig26028"	"4343"	"13557"	0.0348483130560617
"Contig26041_648_2749"	"Contig26041"	"648"	"2749"	0.81014133504195
"Contig26051_75_6202"	"Contig26051"	"75"	"6202"	0.457300472342935
"Contig26055_8365_26580"	"Contig26055"	"8365"	"26580"	0.554989206647591
"Contig26066_14837_21899"	"Contig26066"	"14837"	"21899"	0.782215003823238
"Contig26066_7545_9456"	"Contig26066"	"7545"	"9456"	0.410279552385663
"Contig26066_9505_15856"	"Contig26066"	"9505"	"15856"	0.782215003823238
"Contig26070_1165_20030"	"Contig26070"	"1165"	"20030"	0.565686346315451
"Contig26071_1175_1720"	"Contig26071"	"1175"	"1720"	0.913220213683928
"Contig26078_46_21793"	"Contig26078"	"46"	"21793"	0.00474859793875539
"Contig26114_553_18502"	"Contig26114"	"553"	"18502"	0.73364760622304
"Contig26122_44_30846"	"Contig26122"	"44"	"30846"	0.489802632820965
"Contig26125_389_19035"	"Contig26125"	"389"	"19035"	0.0672434461452639
"Contig26136_15803_22110"	"Contig26136"	"15803"	"22110"	0.389728994242833
"Contig26138_3476_7706"	"Contig26138"	"3476"	"7706"	0.502415925037227
"Contig26146_14515_20339"	"Contig26146"	"14515"	"20339"	0.404372532791496
"Contig26160_11520_12255"	"Contig26160"	"11520"	"12255"	0.206455306692054
"Contig26161_3792_10255"	"Contig26161"	"3792"	"10255"	0.527934709749049
"Contig26170_7945_20512"	"Contig26170"	"7945"	"20512"	0.0150128696897372
"Contig26173_33_3744"	"Contig26173"	"33"	"3744"	0.569945790737025
"Contig2618_613_2627"	"Contig2618"	"613"	"2627"	0.265586261783485
"Contig26204_7017_24980"	"Contig26204"	"7017"	"24980"	0.0562279187628658
"Contig26219_5684_20991"	"Contig26219"	"5684"	"20991"	0.49841252892417
"Contig26222_39366_42723"	"Contig26222"	"39366"	"42723"	0.296526288170981
"Contig26254_11942_29085"	"Contig26254"	"11942"	"29085"	0.0368738368957678
"Contig26270_2844_21969"	"Contig26270"	"2844"	"21969"	0.185914204978779
"Contig26276_3276_5666"	"Contig26276"	"3276"	"5666"	0.584620851132358
"Contig26290_19327_30407"	"Contig26290"	"19327"	"30407"	0.0261484849026993
"Contig26290_30350_32809"	"Contig26290"	"30350"	"32809"	0.232267926608554
"Contig263_7899_53243"	"Contig263"	"7899"	"53243"	0.0717299108422513
"Contig26318_12172_36696"	"Contig26318"	"12172"	"36696"	0.115572593425222
"Contig26322_352_6199"	"Contig26322"	"352"	"6199"	0.913709312407124
"Contig26325_2802_9779"	"Contig26325"	"2802"	"9779"	0.127941766515389
"Contig26349_972_9673"	"Contig26349"	"972"	"9673"	0.521550532867544
"Contig26350_2425_9643"	"Contig26350"	"2425"	"9643"	0.330518400407193
"Contig2636_1385_9248"	"Contig2636"	"1385"	"9248"	0.17262311942833
"Contig26383_19229_22325"	"Contig26383"	"19229"	"22325"	0.421970427630126
"Contig26383_451_14419"	"Contig26383"	"451"	"14419"	0.0139934663668852
"Contig26385_876_1838"	"Contig26385"	"876"	"1838"	0.0614511052705277
"Contig2639_1556_15140"	"Contig2639"	"1556"	"15140"	0.399260378332706
"Contig26396_134_989"	"Contig26396"	"134"	"989"	0.51724240349845
"Contig26396_9050_16937"	"Contig26396"	"9050"	"16937"	0.468316619062991
"Contig264_3208_29060"	"Contig264"	"3208"	"29060"	0.210281933906704
"Contig26423_38_4479"	"Contig26423"	"38"	"4479"	0.522021910514445
"Contig26429_12404_28903"	"Contig26429"	"12404"	"28903"	0.0410749135524117
"Contig26429_3101_9528"	"Contig26429"	"3101"	"9528"	0.722674960587857
"Contig26431_15866_46205"	"Contig26431"	"15866"	"46205"	0.855446465977178
"Contig26431_51719_56912"	"Contig26431"	"51719"	"56912"	0.850673022542886
"Contig26432_21578_23654"	"Contig26432"	"21578"	"23654"	0.161995854872595
"Contig26441_22712_31963"	"Contig26441"	"22712"	"31963"	0.00422514321196256
"Contig26444_632_7311"	"Contig26444"	"632"	"7311"	0.661168562740931
"Contig2650_2013_7844"	"Contig2650"	"2013"	"7844"	0.431597261805236
"Contig26519_2621_18741"	"Contig26519"	"2621"	"18741"	0.242816162255892
"Contig26524_8701_21612"	"Contig26524"	"8701"	"21612"	0.118841009666337
"Contig26541_32018_42655"	"Contig26541"	"32018"	"42655"	0.40459537172977
"Contig26552_2507_32742"	"Contig26552"	"2507"	"32742"	0.00635060903998363
"Contig26563_7185_24806"	"Contig26563"	"7185"	"24806"	0.190712875694083
"Contig26578_2028_10236"	"Contig26578"	"2028"	"10236"	0.558945571837272
"Contig26578_3865_8595"	"Contig26578"	"3865"	"8595"	0.501154836593565
"Contig266_4511_24608"	"Contig266"	"4511"	"24608"	0.452829983750957
"Contig26612_16504_28146"	"Contig26612"	"16504"	"28146"	0.427909888920117
"Contig26612_8594_16312"	"Contig26612"	"8594"	"16312"	0.128633524583718
"Contig26619_10891_36695"	"Contig26619"	"10891"	"36695"	0.622581023386946
"Contig26622_9516_33423"	"Contig26622"	"9516"	"33423"	4.71886308344304e-05
"Contig26647_4329_8872"	"Contig26647"	"4329"	"8872"	0.660111474091609
"Contig26653_1690_6608"	"Contig26653"	"1690"	"6608"	0.860707973016319
"Contig26662_11041_24573"	"Contig26662"	"11041"	"24573"	0.750162718544676
"Contig26680_381_29737"	"Contig26680"	"381"	"29737"	0.58437403314542
"Contig26688_15629_39479"	"Contig26688"	"15629"	"39479"	0.581333539767925
"Contig2669_142_29990"	"Contig2669"	"142"	"29990"	0.339308366116234
"Contig26695_24530_32326"	"Contig26695"	"24530"	"32326"	0.154050016327358
"Contig267_1989_27916"	"Contig267"	"1989"	"27916"	0.0515637140909535
"Contig26705_327_25526"	"Contig26705"	"327"	"25526"	0.507561147726794
"Contig26708_1_6047"	"Contig26708"	"1"	"6047"	0.207482389795169
"Contig26722_24805_41749"	"Contig26722"	"24805"	"41749"	0.0372889824476909
"Contig26736_821_13897"	"Contig26736"	"821"	"13897"	0.0560781775231236
"Contig2674_10263_14407"	"Contig2674"	"10263"	"14407"	0.331122441207334
"Contig26744_6206_15342"	"Contig26744"	"6206"	"15342"	0.00155786741183794
"Contig26760_2881_6926"	"Contig26760"	"2881"	"6926"	0.19651689140714
"Contig26767_12817_15992"	"Contig26767"	"12817"	"15992"	0.000524405275860789
"Contig26778_21065_45295"	"Contig26778"	"21065"	"45295"	6.6550810405655e-05
"Contig26783_3952_24849"	"Contig26783"	"3952"	"24849"	0.263674474703701
"Contig2681_12930_15397"	"Contig2681"	"12930"	"15397"	0.196284040071374
"Contig26818_3450_13908"	"Contig26818"	"3450"	"13908"	0.826016768514165
"Contig26821_1862_27518"	"Contig26821"	"1862"	"27518"	0.334593038496475
"Contig26826_16718_45187"	"Contig26826"	"16718"	"45187"	0.285773566511257
"Contig26838_891_15284"	"Contig26838"	"891"	"15284"	0.113954728240831
"Contig26849_215_7872"	"Contig26849"	"215"	"7872"	0.0497684180347622
"Contig26854_13909_64744"	"Contig26854"	"13909"	"64744"	0.531245391211043
"Contig26855_19439_31919"	"Contig26855"	"19439"	"31919"	0.253444528716046
"Contig26860_397_7972"	"Contig26860"	"397"	"7972"	0.262090278177609
"Contig26861_12_2146"	"Contig26861"	"12"	"2146"	0.438830222701047
"Contig26862_10208_14564"	"Contig26862"	"10208"	"14564"	0.544284363567442
"Contig26863_14031_30228"	"Contig26863"	"14031"	"30228"	0.241393532014596
"Contig26879_2874_12705"	"Contig26879"	"2874"	"12705"	0.0787033838761664
"Contig26880_6061_7796"	"Contig26880"	"6061"	"7796"	0.153662387856415
"Contig26887_1080_19017"	"Contig26887"	"1080"	"19017"	0.504621848725459
"Contig26887_13452_19295"	"Contig26887"	"13452"	"19295"	0.447187002569
"Contig26899_1468_8072"	"Contig26899"	"1468"	"8072"	0.0421425735320912
"Contig26899_1590_24948"	"Contig26899"	"1590"	"24948"	0.337794386692047
"Contig269_29_4410"	"Contig269"	"29"	"4410"	0.106767480694691
"Contig26902_4799_25887"	"Contig26902"	"4799"	"25887"	0.000459991282095708
"Contig26909_12246_27647"	"Contig26909"	"12246"	"27647"	0.108649026588732
"Contig26921_11793_12430"	"Contig26921"	"11793"	"12430"	0.00259868467766851
"Contig26921_499_8634"	"Contig26921"	"499"	"8634"	0.0173916555029462
"Contig26937_5923_30922"	"Contig26937"	"5923"	"30922"	0.0297892300560251
"Contig26943_11_7038"	"Contig26943"	"11"	"7038"	0.204338960659772
"Contig26949_7731_15837"	"Contig26949"	"7731"	"15837"	0.22133521387787
"Contig26951_4560_11058"	"Contig26951"	"4560"	"11058"	0.0313526461239286
"Contig26952_498_4340"	"Contig26952"	"498"	"4340"	0.160696931596414
"Contig26955_29_38004"	"Contig26955"	"29"	"38004"	0.555510241451425
"Contig26955_40111_45972"	"Contig26955"	"40111"	"45972"	0.50894982363924
"Contig26958_8384_23385"	"Contig26958"	"8384"	"23385"	0.265220776135454
"Contig2696_2126_12286"	"Contig2696"	"2126"	"12286"	0.42736268955031
"Contig26961_7353_15863"	"Contig26961"	"7353"	"15863"	0.000168880933846519
"Contig26971_13197_23925"	"Contig26971"	"13197"	"23925"	0.00254158994370586
"Contig26971_467_4136"	"Contig26971"	"467"	"4136"	0.00325505100730724
"Contig2698_164_9340"	"Contig2698"	"164"	"9340"	0.717236192487211
"Contig27022_9158_13166"	"Contig27022"	"9158"	"13166"	0.313623745931662
"Contig2703_1302_8844"	"Contig2703"	"1302"	"8844"	0.746780247449375
"Contig27042_26023_52304"	"Contig27042"	"26023"	"52304"	0.796153680292414
"Contig27063_2591_21991"	"Contig27063"	"2591"	"21991"	0.490529454440069
"Contig27063_3772_18367"	"Contig27063"	"3772"	"18367"	0.490529454440069
"Contig27088_8215_39574"	"Contig27088"	"8215"	"39574"	0.103589228949175
"Contig27089_15754_23498"	"Contig27089"	"15754"	"23498"	0.470685343225692
